CLUE,TITLE,FEN,SOLUTION
White to move.,"James Tarjan vs Lawrence Gilden, El Paso, 1973",2R2bk1/5rr1/p3Q2R/3Ppq2/1p3p2/8/PP1B2PP/7K w - - 1 0,1. Rxf8+ Kxf8 2. Rh8+ Rg8 3. Bxb4+ Kg7 4. Qh6# 
White to move.,"Jan Timman vs Jan Donner, Amsterdam, 1973",3rkb2/pp3R1R/8/2p1P3/3pKB2/6P1/PrP2P2/8 w - - 1 0,1. Bh6 Bxh6 2. e6 Bf8 3. Rh8 Rxc2 4. Rhxf8# 
White to move.,"James Tarjan vs Ramon Lontoc, Nice, 1974",3q3r/r4pk1/pp2pNp1/3bP1Q1/7R/8/PP3PPP/3R2K1 w - - 1 0,1. Ne8+ Kg8 2. Rxh8+ Kxh8 3. Qh6+ Kg8 4. Qg7#
Black to move.,"Juan Fernandez vs Robert Wade, Cienfuegos, 1975",8/3P1pk1/8/1p5p/1N4p1/2P5/3qb1PP/2R1R1K1 b - - 0 1,1... Bf3 2. gxf3 gxf3 3. Re2 Qxe2 4. d8=Q Qg2# 
White to move.,"Francesco Nitti vs Costanzo, Ciocco, 1975",rqr3k1/3bppBp/3p2P1/p7/1n2P3/1p3P2/1PPQ2P1/2KR3R w - - 1 0,1. gxh7+ Kxg7 2. h8=Q+ Rxh8 3. Qg5+ Kf8 4. Rxh8# 
White to move.,"Paul Van der Sterren vs Carsten Hoi, Tjentiste, 1975",2k3rr/p4q1p/N2B4/p3PpQ1/3P2n1/8/2P2PPP/1R4K1 w - - 1 0,1. Nc5 Qc7 2. Qxf5+ Kd8 3. Rb8+ Qxb8 4. Qd7# 
White to move.,"Jude Acers vs B Peake, Michigan, 1976",3q1r2/2rbnp2/p3pp1k/1p1p2N1/3P2Q1/P3P3/1P3PPP/5RK1 w - - 1 0,1. Qh4+ Kg6 2. Qh7+ Kxg5 3. f4+ Kg4 4. Qh3# 
White to move.,"Vlastimil Hort vs Milenko Sibarevic, Banja-Luke, 1976",1R2R3/p1r2pk1/3b1pp1/8/2Pr4/4N1P1/P4PK1/8 w - - 1 0,1. Nf5+ gxf5 2. Rg8+ Kh6 3. Rh8+ Kg5 4. Rbg8# 
White to move.,"Thomas Casper vs Reinhard Postler, Frankfurt/Oder, 1977 ",r1bq2k1/pp2n1p1/5r2/2p2pNQ/3p4/3P4/PPP2PBP/R3R1K1 w - - 1 0,1. Rxe7 Rg6 2. Qxg6 Qxe7 3. Qh7+ Kf8 4. Qh8#
White to move.,"Albin Planinec vs Nino Kirov, Maribor, 1977 ",6rk/1b6/p5pB/1q2P2Q/4p2P/6R1/PP4PK/3r4 w - - 1 0,1. Bg7+ Kxg7 2. Qxg6+ Kf8 3. Qxg8+ Ke7 4. Rg7# 
White to move.,"Leonid Shamkovich vs Larry Chistiansen, Mentor, 1977",6r1/p5bk/4N1pp/2B1p3/4Q2N/8/2P2KPP/q7 w - - 1 0,1. Ng5+ hxg5 2. Qxg6+ Kh8 3. Qh5+ Bh6 4. Qxh6# 
White to move.,"Kevin Spraggett vs Delva, Columbus, 1977 ",2rq2k1/3bb2p/n2p2pQ/p2Pp3/2P1N1P1/1P5P/6B1/2B2R1K w - - 1 0,1. Rf7 Kxf7 2. Qxh7+ Ke8 3. Qxg6+ Kf8 4. Bh6# 
Black to move.,"E Stoddard vs S Sorenson, corr., 1977",5rk1/ppp3pp/8/3pQ3/3P2b1/5rPq/PP1P1P2/R1BB1RK1 b - - 0 1,1... Qxf1+ 2. Kxf1 Rxf2+ 3. Kg1 Rf1+ 4. Kg2 R8f2# 
White to move.,"Mikhail Tal vs Joseph Pribyl, Tallinn, 1977 ",r7/5pk1/2p4p/1p1p4/1qnP4/5QPP/2B1RP1K/8 w - - 1 0,1. Qg4+ Kf8 2. Bh7 Ne3 3. Rxe3 Qxd4 4. Qg8# 
White to move.,"Mikhail Tal vs Ivan Radulov, Leningrad, 1977",8/r7/3pNb2/3R3p/1p2p3/pPk5/P1P3PP/1K6 w - - 1 0,1. Rd1 Be5 2. Ng5 d5 3. Rxd5 Bxh2 4. Nxe4#
White to move.,"Jeff Horner vs Chris Morrison, Ayr, 1978 ",r1bqkb2/6p1/p1p4p/1p1N4/8/1B3Q2/PP3PPP/3R2K1 w - - 1 0,1. Nc7+ Qxc7 2. Qh5+ g6 3. Qxg6+ Ke7 4. Qf7# 
Black to move.,"Gerardo Lebredo vs Tigran V Petrosian, Vilnius, 1978 ",5r1k/p5p1/1p3n1p/1Pp5/2RPp3/P3P2P/2Q3PK/2N1q3 b - d3 0 1,1... Ng4+ 2. hxg4 Rf1 3. Qf2 Qxf2 4. d5 Qh4# 
White to move.,"Maia Chiburdanidze vs Amador Rodriguez, Barcelona, 1979",r2r2k1/1q4p1/ppb3p1/2bNp3/P1Q5/1N5R/1P4BP/n6K w - - 1 0,1. Ne7+ Kf8 2. Nxg6+ Ke8 3. Qe6+ Qe7 4. Rh8# 
White to move.,"Nona Gaprindashvili vs Juraj Nikolac, Wijk aan Zee, 1979 ",2r1r3/pp1nbN2/4p3/q7/P1pP2nk/2P2P2/1PQ5/R3R1K1 w - - 1 0,1. Re4 Kh5 2. Rxg4 Qf5 3. Qh2+ Bh4 4. Qxh4# 
White to move.,"Frantisek Vykydal vs Tadeus Nemec, Bratislava, 1979",r3r2k/pb1n3p/1p1q1pp1/4p1B1/2BP3Q/2P1R3/P4PPP/4R1K1 w - - 1 0,1. Qxh7+ Kxh7 2. Rh3+ Kg7 3. Bh6+ Kh7 4. Bf8# 
White to move.,"John Nunn vs TC Fox, Bristol, 1980 ",r1b2rk1/p3Rp1p/3q2pQ/2pp2B1/3b4/3B4/PPP2PPP/4R1K1 w - - 1 0,1. Qxf8+ Kxf8 2. Bh6+ Kg8 3. Re8+ Qf8 4. Rxf8# 
White to move.,"Heikki Salo vs Riitta Jarvinen, corr., 1980 ",r1b3kn/2p1q1p1/2p2rP1/p2p1p2/4pP2/1PN1P3/PKPPQ3/3R2NR w - - 1 0,1. Rxh8+ Kxh8 2. Qh5+ Kg8 3. Qh7+ Kf8 4. Qh8#
White to move.,"Garry Kasparov vs Zakharov, Moscow, 1981 ",5r1k/2q1r1p1/1npbBpQB/1p1p3P/p2P2R1/P4PP1/1PR2PK1/8 w - - 1 0,1. Bxg7+ Rxg7 2. Qh6+ Rh7 3. Qxf8+ Bxf8 4. Rg8# 
White to move.,"Mikhail Tal vs Ricardo Calvo Minguez, Malaga, 1981",8/6R1/p2kp2r/qb5P/3p1N1Q/1p1Pr3/PP6/1K5R w - - 1 0,1. Qe7+ Kc6 2. Rc1+ Bc4 3. Rxc4+ Kb6 4. Qb7# 
White to move.,"Michael Basman vs Craig Dawson, Torquay, 1982 ",r5nr/6Rp/p1NNkp2/1p3b2/2p5/5K2/PP2P3/3R4 w - - 1 0,1. Nxf5 Kxf5 2. e4+ Ke6 3. Rgd7 Ne7 4. Rxe7#
White to move.,"Mikhail Tal vs David Bronstein, Tbilisi, 1982 ",2b2k2/2p2r1p/p2pR3/1p3PQ1/3q3N/1P6/2P3PP/5K2 w - - 1 0,1. Ng6+ hxg6 2. Qd8+ Kg7 3. Rxg6+ Kh7 4. Qg8# 
White to move.,"John Van Der Wiel vs Georg Danner, Lucerne, 1982",1Qb2b1r/1p1k1p1p/3p1p2/3p4/p2NPP2/1R6/q1P3PP/4K2R w K - 0 1,1. Rxb7+ Bxb7 2. Qxb7+ Kd8 3. Nc6+ Ke8 4. Qc8# 
Black to move.,"Slim Bouaziz vs Eugenio Torre, Hannover, 1983",3r2k1/3q2p1/1b3p1p/4p3/p1R1P2N/Pr5P/1PQ3P1/5R1K b - - 0 1,1... Rxh3+ 2. gxh3 Qxh3+ 3. Qh2 Qxf1+ 4. Qg1 Qxg1# 
Black to move.,"Milorad Kapelan vs James Tarjan, Vrsac, 1983 ",3r2k1/pp5p/6p1/2Ppq3/4Nr2/4B2b/PP2P2K/R1Q1R2B b - - 0 1,1... Rf2+ 2. Kxh3 Rh2+ 3. Kg4 h5+ 4. Kf3 dxe4# 
White to move.,"Predrag Nikolic vs Stefan Djuric, Yugoslavia, 1983 ",1q1N4/3k1BQp/5r2/5p2/3P3P/8/3B1PPb/3n3K w - - 1 0,1. Be6+ Ke8 2. Qd7+ Kf8 3. Bh6+ Rxh6 4. Qf7# 
White to move.,"Cesar Soares vs Ivan Boere de Souza, Sao Paulo, 1983 ",3r1rk1/ppqn3p/1npb1P2/5B2/2P5/2N3B1/PP2Q1PP/R5K1 w - - 1 0,1. Qg4+ Kf7 2. Be6+ Kxf6 3. Bh4+ Ke5 4. Qe4#
White to move.,"James Tarjan vs Eric Lobron, Jakarta, 1983",2r1k3/2P3R1/3P2K1/6N1/8/8/8/3r4 w - - 1 0,1. Re7+ Kf8 2. Nh7+ Kg8 3. Nf6+ Kf8 4. Rf7# 
Black to move.,"W Van Zanten vs Jan Voormans, Netherlands, 1983 ",r1b2k1r/pppp4/1bP2qp1/5pp1/4pP2/1BP5/PBP3PP/R2Q1R1K b - - 0 1,1... Rxh2+ 2. Kxh2 Qh8+ 3. Qh5 Qxh5+ 4. Kg3 Qh4# 
White to move.,"Sergey Kudrin vs Mihai Suba, Beer-Sheva, 1984",rr2k3/5p2/p1bppPpQ/2p1n1P1/1q2PB2/2N4R/PP4BP/6K1 w - - 1 0,1. Qf8+ Kd7 2. Qe7+ Kc8 3. Rh8+ Be8 4. Rxe8# 
White to move.,"Tony Miles vs Ole Jakobsen, Esbjerg, 1984",2r1rk2/p1q3pQ/4p3/1pppP1N1/7p/4P2P/PP3P2/1K4R1 w - - 1 0,1. Nxe6+ Ke7 2. Rxg7+ Kxe6 3. Qg6+ Kxe5 4. f4# 
White to move.,"Tony Miles vs Jonathan Mestel, Esbjerg, 1984 ",r2r2k1/1p3pb1/q2p2p1/3PnN1R/p1P1p3/N6Q/PP5P/1K4R1 w - - 1 0,1. Rh7 Bf6 2. Qh6 Nd3 3. Rg7+ Bxg7 4. Qxg7# 
Black to move.,"Eduardas Rozentalis vs Gregory Kaidanov, Vilnius, 1984 ",6k1/6pp/p3p3/1pb5/5P2/PQ3RKP/1P3P1B/3r3q b - - 0 1,1... Rg1+ 2. Bxg1 Qxg1+ 3. Kh4 Be7+ 4. Kh5 Qg6# 
White to move.,"Luc Winants vs Simen Agdestein, Salonika, 1984 ",5k2/6r1/p7/2p1P3/1p2Q3/8/1q4PP/3R2K1 w - - 1 0,1. Rd8+ Ke7 2. Qh4+ Rg5 3. Qxg5+ Ke6 4. Qf6# 
White to move.,"Nick De Firmian vs Alexander Chernin, Tunisia, 1985 ",k1b4r/1p6/pR3p2/P1Qp2p1/2pp4/6PP/2P2qBK/8 w - - 1 0,1. Rxa6+ bxa6 2. Qxd5+ Kb8 3. Qd6+ Ka7 4. Qb6# 
White to move.,"Boris Geller vs Herbert Bastian, Baden-Baden, 1985",4R3/2p2kpQ/3p3p/p2r2q1/8/1Pr2P2/P1P3PP/4R1K1 w - - 1 0,1. Rf8+ Kxf8 2. Qh8+ Kf7 3. Qe8+ Kf6 4. Qe6# 
White to move.,"Jonny Hector vs Jan Lind, Sweden, 1985",r1b4k/1p4qp/p7/4p2P/2B5/6Q1/PPP3P1/2K2R2 w - - 1 0,1. Rf8+ Qxf8 2. Qxe5+ Qg7 3. Qe8+ Qg8 4. Qxg8# 
White to move.,"Ferdinand Hellers vs Jeroen Piket, Amsterdam, 1985",r1b2n2/2q3rk/p3p2n/1p3p1P/4N3/PN1B1P2/1PPQ4/2K3R1 w - - 1 0,1. Nf6+ Kh8 2. Qxh6+ Nh7 3. Qxh7+ Rxh7 4. Rg8# 
White to move.,"Giuseppe Laco vs Giulio Lagumina, Milan, 1985 ",r2qr1k1/1p3pP1/p2p1np1/2pPp1B1/2PnP1b1/2N2p2/PP1Q4/2KR1BNR w - - 1 0,1. Bxf6 Bh5 2. Qh6 Nb3+ 3. axb3 Qxf6 4. Qh8# 
White to move.,"Ljubomir Ljubojevic vs Amador Rodriguez, Biel, 1985 ",5k2/ppqrRB2/3r1p2/2p2p2/7P/P1PP2P1/1P2QP2/6K1 w - - 1 0,1. Re8+ Kxf7 2. Qh5+ Kg7 3. Rh8 Rxd3 4. Qh7# 
White to move.,"Slavoljub Marjanovic vs Emir Dizdarevic, Sarajevo, 1985",4n3/pbq2rk1/1p3pN1/8/2p2Q2/Pn4N1/B4PP1/4R1K1 w - - 1 0,1. Nf5+ Kxg6 2. Qh6+ Kxf5 3. Qh5+ Kf4 4. g3# 
White to move.,"Jan Timman vs Marcel Sisniega, Taxco, 1985",r4k2/PR6/1b6/4p1Np/2B2p2/2p5/2K5/8 w - - 1 0,1. Nh7+ Ke8 2. Nf6+ Kd8 3. Rd7+ Kc8 4. Ba6# 
White to move.,"Eugenio Torre vs Vlastimil Jansa, Biel, 1985",8/5R1p/4p1p1/3pN1k1/1rnP4/p3P3/P1K2PPP/8 w - - 1 0,1. f4+ Kh6 2. Ng4+ Kh5 3. Nf6+ Kh6 4. Rxh7# 
White to move.,"Daniel Campora vs Turhan Yilmaz, Dubai, 1986 ",br1qr1k1/b1pnnp2/p2p2p1/P4PB1/3NP2Q/2P3N1/B5PP/R3R1K1 w - - 1 0,1. Bxf7+ Kf8 2. Qh8+ Kxf7 3. Qh7+ Kf8 4. Bh6# 
White to move.,"Igor Ivanov vs Brian Hartman, Canada, 1986 ",6k1/ppR3pp/8/3Np3/1Q4bP/6P1/PP2qbK1/8 w - - 1 0,1. Rxg7+ Kxg7 2. Qe7+ Kg6 3. Qf6+ Kh5 4. Qg5# 
White to move.,"Igor Ivanov vs Kamran Shirazi, Los Angeles, 1986",r3r3/1q2Pk1p/pn1Q2p1/1p3pB1/8/5N2/P5PP/2R1b2K w - - 1 0,1. Ne5+ Kg7 2. Qf6+ Kg8 3. Qf7+ Kh8 4. Bf6# 
White to move.,"John Nunn vs Nigel Short, Brussels, 1986 ",1r3rk1/1nqb2n1/6R1/1p1Pp3/1Pp3p1/2P4P/2B2QP1/2B2RK1 w - - 1 0,1. Rxg7+ Kxg7 2. Bh6+ Kxh6 3. Qh4+ Kg7 4. Qh7# 
White to move.,"Larry Christiansen vs Glenn Flear, Szirak, 1987",n2q1r1k/4bp1p/4p3/4P1p1/2pPNQ2/2p4R/5PPP/2B3K1 w - - 1 0,1. Nf6 Bxf6 2. Qe4 h5 3. Rxh5+ Kg8 4. Qh7# 
White to move.,"Vlastimil Hort vs Hubert Schuh, BRD, 1987 ",3r2k1/6p1/3Np2p/2P1P3/1p2Q1Pb/1P3R1P/1qr5/5RK1 w - - 1 0,1. Rf8+ Rxf8 2. Rxf8+ Kxf8 3. Qa8+ Ke7 4. Qe8# 
White to move.,"Garry Kasparov vs Bent Larsen, Brussels, 1987 ",1qr2bk1/pb3pp1/1pn3np/3N2NQ/8/P7/BP3PPP/2B1R1K1 w - - 1 0,1. Nf6+ gxf6 2. Qxg6+ Bg7 3. Bxf7+ Kf8 4. Nh7# 
White to move.,"Ljubomir Ljubojevic vs Ochoa De Echaguen, Bilbao, 1987 ",1r4k1/7R/p2p4/P5q1/1P2B3/5Pb1/2Q3K1/8 w - - 1 0,1. Bd5+ Kf8 2. Rf7+ Ke8 3. Qc6+ Kd8 4. Qd7# 
White to move.,"Anatoly Vaisser vs Byron Jacobs, Cappelle la Grande, 1987 ",3q4/8/r1b4Q/2P2kp1/p2p4/P7/1P5P/4R1K1 w - - 1 0,1. Qe6+ Kf4 2. h3 Bd7 3. Qe5+ Kf3 4. Rf1# 
Black to move.,"John Van Der Wiel vs Garry Kasparov, Brussels, 1987 ",6k1/p2R1p1p/5bp1/8/Pn2R1K1/1r6/7P/8 b - - 0 1,1... h5+ 2. Kf4 g5+ 3. Kf5 Rf3+ 4. Rf4 Rxf4# 
White to move.,"Terje Wibe vs Alberto Mascarenhas, Gausdal, 1987 ",r1b2k1r/2q1b3/p3ppBp/2n3B1/1p6/2N4Q/PPP3PP/2KRR3 w - - 1 0,1. Bxh6+ Rxh6 2. Qxh6+ Kg8 3. Qh7+ Kf8 4. Qf7#
White to move.,"Nick De Firmian vs Anthony Miles, Cambridge Springs, 1988 ",r4n1k/ppBnN1p1/2p1p3/6Np/q2bP1b1/3B4/PPP3PP/R4Q1K w - - 1 0,1. Qf7 Nf6 2. e5 Bxe5 3. Qg8+ Nxg8 4. Nf7#
Black to move.,"Nicolas Dubreuil vs Alex-Sacha Ladisic, Le Touquet, 1988",r3k1r1/pp2bp1p/2ppb3/7P/3qP1n1/2N5/PPPQB1P1/R1B1KR2 b - - 0 1,1... Bh4+ 2. g3 Bxg3+ 3. Rf2 Bxf2+ 4. Kd1 Ne3#
Black to move.,"Florin Gheorghiu vs Garry Kasparov, Salonika, 1988 ",6k1/1p5p/p2p1q2/3Pb3/1Q2P3/3b1BpP/PPr3P1/KRN5 b - - 0 1,1... Bxb2+ 2. Qxb2 Qxb2+ 3. Rxb2 Rxc1+ 4. Rb1 Rxb1# 
White to move.,"Igor Glek vs A Korolev, corr., 1988 ",5q2/p7/3R4/3Q2p1/5pk1/4p1P1/P6P/2r2NK1 w - - 1 0,1. h3+ Kxh3 2. Qe6+ g4 3. Qh6+ Qxh6 4. Rxh6#
White to move.,"Alexander Goldin vs Andrei Lukin, Klaipeda, 1988 ",5q1k/p3R1rp/2pr2p1/1pN2bP1/3Q1P2/1B6/PP5P/2K5 w - - 1 0,1. Qxg7+ Qxg7 2. Re8+ Qf8 3. Rxf8+ Kg7 4. Rg8# 
White to move.,"John Nunn vs Lajos Portisch, Reykjavik, 1988 ",6rk/2p2p1p/p2q1p1Q/2p1pP2/1nP1R3/1P5P/P5P1/2B3K1 w - - 1 0,1. Qxh7+ Kxh7 2. Rh4+ Kg7 3. Bh6+ Kh7 4. Bf8#
Black to move.,"Thevonez vs Richard Polaczek, Geneva, 1988 ",4rbkr/3Q2pp/p7/1ppb4/8/1NP5/PP2qPPP/R1B2RK1 b - - 0 1,1... Qxf1+ 2. Kxf1 Bc4+ 3. Qd3 Bxd3+ 4. Kg1 Re1# 
White to move.,"Lev Alburt vs Peter Yu, Chicago, 1989 ",6k1/5pb1/3p1n2/q1pP2Q1/2P4p/1r2R2P/5PPB/4R1K1 w - - 1 0,1. Re8+ Nxe8 2. Rxe8+ Kh7 3. Qf5+ Kh6 4. Bf4#
White to move.,"Campbell vs D Spigel, USA, 1989",r3rk2/6b1/q2pQBp1/1NpP4/1n2PP2/nP6/P3N1K1/R6R w - - 1 0,1. Bxg7+ Kxg7 2. Rh7+ Kxh7 3. Qf7+ Kh8 4. Rh1#
White to move.,"Daniel Campora vs Andrei Kharitonov, Moscow, 1989",5r1k/7b/4B3/6K1/3R1N2/8/8/8 w - - 1 0,1. Ng6+ Bxg6 2. Kxg6 Rg8+ 3. Bxg8 Kxg8 4. Rd8#
White to move.,"Ugo Guerra vs Tobias Werther, San Benedetto del Tronto, 1989 ",2r3k1/pp4rp/1q1p2pQ/1N2p1PR/2nNP3/5P2/PPP5/2K4R w - - 1 0,1. Qxg7+ Kxg7 2. Rxh7+ Kf8 3. Rh8+ Ke7 4. R1h7#
White to move.,"Igor Ivanov vs Sergey Kudrin, Chicago, 1989 ",5n1k/rq4rp/p1bp1b2/2p1pP1Q/P1B1P2R/2N3R1/1P4PP/6K1 w - - 1 0,1. Qxh7+ Nxh7 2. Rxh7+ Kxh7 3. Rh3+ Bh4 4. Rxh4# 
Black to move.,"Johanna Paasikangas vs Gediminas Rastenis, Joensuu, 1989 ",r5k1/pbpn2pp/1p1pp1r1/5p2/1PPP3q/P3P1P1/3Q1P1P/R1BB1RK1 b - - 0 1,1... Qxh2+ 2. Kxh2 Rh6+ 3. Bh5 Rxh5+ 4. Kg1 Rh1# 
White to move.,"Georgios Alexopoulos vs Frank Ayaso, USA, 1990",rnbqkb1r/np1p2pp/p1p1pp2/3PP3/2P2P2/P1NB4/1P4PP/R1BQK1NR w KQkq - 0 1,1. Qh5+ g6 2. Bxg6+ hxg6 3. Qxg6+ Ke7 4. d6#
White to move.,"Joel Benjamin vs Mihai Suba, Reykjavik, 1990 ",3q1r2/6k1/p2pQb2/4pR1p/4B3/2P3P1/P4PK1/8 w - - 1 0,1. Rg5+ Kh6 2. Qf5 Qe8 3. Rg6+ Kh7 4. Qxh5#
White to move.,"Bogdan Lalic vs Pal Kiss, Cannes, 1990",rn2rk2/p1q1Nppp/1p4b1/2pP2Q1/2P5/6P1/PB3P1P/2R1R1K1 w - - 1 0,1. Bxg7+ Kxg7 2. Nf5+ Kf8 3. Qh6+ Kg8 4. Rxe8# 
White to move.,"Joel Lautier vs Jean-Rene Koch, Lyons, 1990 ",3q4/1p3p1k/1P1prPp1/P1rNn1Qp/8/7R/6PP/3R2K1 w - - 1 0,1. Rxh5+ Kg8 2. Rh8+ Kxh8 3. Qh6+ Kg8 4. Qg7# 
White to move.,"Mihail Marin vs Frank Naumann, Budapest, 1990",2r2bk1/2qn1ppp/pn1p4/5N2/N3r3/1Q6/5PPP/BR3BK1 w - - 1 0,1. Nh6+ gxh6 2. Qg3+ Rg4 3. Qxg4+ Bg7 4. Qxg7# 
White to move.,"Sofia Polgar vs Rumiana Gocheva, Novi Sad, 1990 ",3r1kbR/1p1r2p1/2qp1n2/p3pPQ1/P1P1P3/BP6/2B5/6RK w - - 1 0,1. Qxf6+ Rf7 2. Rxg7 Qxe4+ 3. Bxe4 Ke8 4. Qxf7# 
White to move.,"Oliver Reeh vs Laszlo Barczay, Kecskemet, 1990",rnb2rk1/ppp2qb1/6pQ/2pN1p2/8/1P3BP1/PB2PP1P/R4RK1 w - - 1 0,1. Ne7+ Qxe7 2. Bd5+ Be6 3. Bxe6+ Rf7 4. Qxg7#
White to move.,"Evgeni Vasiukov vs James Howell, Yaroslavl, 1990",2rqr1k1/1p2bp1p/pn4p1/3p1bP1/3B3Q/2NR2R1/PPP1NP1P/1K6 w - - 1 0,1. Qxh7+ Kxh7 2. Rh3+ Bxh3 3. Rxh3+ Kg8 4. Rh8# 
White to move.,"Vladimir Akopian vs Gildardo Garcia, Los Angeles, 1991 ",4rk2/pb1Q1p2/6p1/3p2p1/2pP4/2q1PPK1/Pr4P1/1B2R2R w - - 1 0,1. Rh8+ Kg7 2. Rh7+ Kxh7 3. Qxf7+ Kh8 4. Rh1#
White to move.,"Ketevan Arakhamia-Grant vs Miroljub Lazic, Cetinje, 1991 ",r1b1r1k1/p1q3p1/1pp1pn1p/8/3PQ3/B1PB4/P5PP/R4RK1 w - - 1 0,1. Rxf6 gxf6 2. Qg6+ Kh8 3. Qxe8+ Kg7 4. Qf8#
White to move.,"Pavel Blatny vs Thomas Pioch, Triberg, 1991 ",2r2k2/pb4bQ/1p1qr1pR/3p1pB1/3Pp3/2P5/PPB2PP1/1K5R w - - 1 0,1. Qxg7+ Kxg7 2. Rh7+ Kg8 3. Rh8+ Kf7 4. R1h7#
Black to move.,"Michail Brodsky vs Vladimir Kramnik, Kherson, 1991 ",8/4k2p/5p1b/q2bpP2/4B3/8/1PK4P/3QR3 b - - 0 1,1... Qa4+ 2. Kb1 Ba2+ 3. Ka1 Bb3+ 4. Kb1 Qa2# 
White to move.,"Jaan Ehlvest vs Alexander Beliavsky, Reykjavik, 1991",8/1p3pkp/6p1/6P1/5n2/p5q1/PP1Q2P1/3R2K1 w - - 1 0,1. Qd4+ Kg8 2. Qd8+ Kg7 3. Qf6+ Kg8 4. Rd8# 
Black to move.,"Lubomir Ftacnik vs Michael Rohde, Los Angeles, 1991 ",r1r3k1/3NQppp/q3p3/8/8/P1B1P1P1/1P1R1PbP/3K4 b - - 0 1,1... Qf1+ 2. Kc2 Be4+ 3. Rd3 Qxd3+ 4. Kb3 Qc4# 
White to move.,"Vlastimil Hort vs Ralf Schoene, Bad Neuenahr, 1991",r3b3/1p3N1k/n4p2/p2PpP2/n7/6P1/1P1QB1P1/4K3 w - - 1 0,1. Qh6+ Kg8 2. Qh8+ Kxf7 3. d6 Nb6 4. Bh5# 
White to move.,"Anatoly Karpov vs Mikhail Gurevich, Reggio Emilia, 1991",5Q2/8/6p1/2p4k/p1Bpq2P/6PK/P2b4/8 w - - 1 0,1. Qh8+ Bh6 2. Qe5+ g5 3. Bf7+ Qg6 4. g4# 
White to move.,"Ratmir Kholmov vs Alexander Filipenko, Cheliabinsk, 1991",2Rr1qk1/5ppp/p2N4/P7/5Q2/8/1r4PP/5BK1 w - - 1 0,1. Qxf7+ Qxf7 2. Rxd8+ Qf8 3. Bc4+ Kh8 4. Rxf8# 
White to move.,"Oleg Korneev vs Valerij Filippov, Pavlodar, 1991 ",2qk1r2/Q3pr2/3p2pn/7p/5P2/4B2P/P1P3P1/1R4K1 w - - 1 0,1. Bb6+ Ke8 2. Qa4+ Qd7 3. Qa8+ Qd8 4. Qxd8# 
White to move.,"Harald Matthey vs Lothar Olzem, Germany, 1991",rnb3kb/pp5p/4p1pB/q1p2pN1/2r1PQ2/2P5/P4PPP/2R2RK1 w - - 1 0,1. Qd6 Bg7 2. Qe7 Qc7 3. Qe8+ Bf8 4. Qxf8# 
White to move.,"Mephisto vs Alexander Munninghof, Hague, 1991",3Q4/4r1pp/b6k/6R1/8/1qBn1N2/1P4PP/6KR w - - 1 0,1. Bxg7+ Rxg7 2. Qf6+ Rg6 3. Qf8+ Rg7 4. Qxg7# 
White to move.,"Grigory Serper vs Oystein Dannevig, Gausdal, 1991",2r5/1p5p/3p4/pP1P1R2/1n2B1k1/8/1P3KPP/8 w - - 1 0,1. h3+ Kh4 2. g3+ Kxh3 3. Rh5+ Kg4 4. Bf3# 
Black to move.,"Sigurdur Sigfusson vs Johann Hjartarson, Gardabaer, 1991 ",8/5r1p/R3pk2/2NR1np1/2P2r2/1P5K/P6P/8 b - - 0 1,1... g4+ 2. Kg2 Ne3+ 3. Kg3 Rf3+ 4. Kh4 Rh3#
White to move.,"Sayed Barakat Hassan vs Neamul Haque, Manila, 1992",r1b1kr2/3q1p2/p1Q5/3p3p/8/3B4/PPP2PPP/R5K1 w q - 0 1,1. Re1+ Kd8 2. Qb6+ Qc7 3. Qf6+ Qe7 4. Qxe7#
White to move.,"Gata Kamsky vs Vasil Spasov, Tilburg, 1992 ",5r2/R4Nkp/1p4p1/2nR2N1/5p2/7P/6PK/1r6 w - - 1 0,1. Nh6+ Nb7 2. Rxb7+ Rf7 3. Rxf7+ Kxh6 4. Rxh7#  
White to move.,"Anatoly Karpov vs George Trammell, St Martin, 1992 ",8/8/5K2/6r1/8/8/5Q1p/7k w - - 1 0,1. Qf1+ Rg1 2. Qf3+ Rg2 3. Qe4 Kg1 4. Qe1# 
Black to move.,"Vladimir Malaniuk vs Mihail Marin, Calimanesti, 1992 ",6k1/4pp2/2q3pp/R1p1Pn2/2N2P2/1P4rP/1P3Q1K/8 b - - 0 1,1... Rxh3+ 2. Kxh3 Qh1+ 3. Qh2 Qf3+ 4. Qg3 Qxg3# 
White to move.,"Alexander Morozevich vs Petr Kiriakov, Yurmala, 1992",4kb1Q/5p2/1p6/1K1N4/2P2P2/8/q7/8 w - - 1 0,1. Qe5+ Kd7 2. Qc7+ Ke6 3. Qc8+ Kd6 4. Qc6# 
White to move.,"Judit Polgar vs Leon Pliester, Aruba, 1992 ",q3r3/4b1pn/pNrp2kp/1p6/4P3/1Q2B3/PPP1B1PP/7K w - - 1 0,1. Bh5+ Kxh5 2. Qf7+ g6 3. Qf3+ Kh4 4. Qh3#
White to move.,"Dmitri Reinderman vs Wilbert Kocken, Leiden, 1992 ",r4r1k/1p3p1p/pp1p1p2/4qN1R/PP2P1n1/6Q1/5PPP/R5K1 w - - 1 0,1. Rxh7+ Kxh7 2. Qh4+ Nh6 3. Qxh6+ Kg8 4. Qg7# 
